SampleID,INDEX_CLASS,TaxaID,N_Taxa,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,FFG,TOLVAL,HABIT,NONTARGET
590386-8/7/23,Narrow,Heptageniidae,1,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,SC,1.9,CN,FALSE
590386-8/7/23,Narrow,Hirudinea,1,Annelida,,Hirudinea,Hirudinea,,,PR,NA,SP,FALSE
590386-8/7/23,Narrow,Hydracarina,3,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
590386-8/7/23,Narrow,Hydrophilidae,1,Arthropoda,,Insecta,,Coleoptera,Hydrophilidae,PR,5.4,BU;SW,FALSE
590386-8/7/23,Narrow,Hydropsychidae,35,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
590386-8/7/23,Narrow,Leptoceridae,3,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,SH,3.6,SP;SW,FALSE
590386-8/7/23,Narrow,Limnephilidae,1,Arthropoda,,Insecta,,Trichoptera,Limnephilidae,SH,2.8,SP,FALSE
590386-8/7/23,Narrow,Nematomorpha,1,Nematomorpha,,,,,,PR,NA,,FALSE
590386-8/7/23,Narrow,Oligochaeta,1,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
590386-8/7/23,Narrow,Physidae,5,Mollusca,,Gastropoda,,Basommatophora,Physidae,SC,8,CB,FALSE
590386-8/7/23,Narrow,Pisidiidae,4,Mollusca,,Bivalvia,,Veneroida,Pisidiidae,CF,6.6,BU,FALSE
590386-8/7/23,Narrow,Pleidae,1,Arthropoda,,Insecta,,Hemiptera,Pleidae,PR,NA,SW,FALSE
590386-8/7/23,Narrow,Porifera,1,Porifera,,,,,,CF,NA,,FALSE
590386-8/7/23,Narrow,Tipulidae,1,Arthropoda,,Insecta,,Diptera,Tipulidae,CG,4,BU,FALSE
590386-8/7/23,Narrow,Turbellaria,107,Platyhelminthes,,Turbellaria,,,,CG,NA,,FALSE
590386-8/7/23,Narrow,Valvatidae,1,Mollusca,,Gastropoda,,Heterostropha,Valvatidae,SC,8,,FALSE
590386-8/7/23,Narrow,Veliidae,1,Arthropoda,,Insecta,,Hemiptera,Veliidae,PR,6.3,SK,FALSE
590387-9/7/23,VeryNarrow,Aeshnidae,2,Arthropoda,,Insecta,,Odonata,Aeshnidae,PR,5.7,CB;CN,FALSE
590387-9/7/23,VeryNarrow,Amphipoda,67,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
590387-9/7/23,VeryNarrow,Ancylidae,4,Mollusca,,Gastropoda,,Basommatophora,Ancylidae,SC,6.7,CB;CN,FALSE
590387-9/7/23,VeryNarrow,Athericidae,2,Arthropoda,,Insecta,,Diptera,Athericidae,PR,2,SP,FALSE
590387-9/7/23,VeryNarrow,Baetidae,9,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
590387-9/7/23,VeryNarrow,Brachycentridae,8,Arthropoda,,Insecta,,Trichoptera,Brachycentridae,CF,1,CN,FALSE
590387-9/7/23,VeryNarrow,Calopterygidae,7,Arthropoda,,Insecta,,Odonata,Calopterygidae,PR,6.1,CB;CN,FALSE
590387-9/7/23,VeryNarrow,Ceratopogonidae,2,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,PR,6.3,BU;SP,FALSE
590387-9/7/23,VeryNarrow,Chironomidae,55,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
590387-9/7/23,VeryNarrow,Cordulegastridae,1,Arthropoda,,Insecta,,Odonata,Cordulegastridae,PR,2.9,BU,FALSE
590387-9/7/23,VeryNarrow,Corydalidae,1,Arthropoda,,Insecta,,Megaloptera,Corydalidae,PR,4.9,CN,FALSE
590387-9/7/23,VeryNarrow,Decapoda,1,Arthropoda,Crustacea,Crustacea,,Decapoda,Decapoda,CG,6.4,,FALSE
590387-9/7/23,VeryNarrow,Elmidae,33,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
590387-9/7/23,VeryNarrow,Gerridae,1,Arthropoda,,Insecta,,Hemiptera,Gerridae,PR,5.7,SK,FALSE
590387-9/7/23,VeryNarrow,Helicopsychidae,25,Arthropoda,,Insecta,,Trichoptera,Helicopsychidae,SC,2,BU,FALSE
590387-9/7/23,VeryNarrow,Heptageniidae,11,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,SC,1.9,CN,FALSE
590387-9/7/23,VeryNarrow,Hydracarina,6,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
590387-9/7/23,VeryNarrow,Hydropsychidae,40,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
590387-9/7/23,VeryNarrow,Leptoceridae,2,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,SH,3.6,SP;SW,FALSE
590387-9/7/23,VeryNarrow,Limnephilidae,1,Arthropoda,,Insecta,,Trichoptera,Limnephilidae,SH,2.8,SP,FALSE
590387-9/7/23,VeryNarrow,Oligochaeta,1,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
590387-9/7/23,VeryNarrow,Philopotamidae,4,Arthropoda,,Insecta,,Trichoptera,Philopotamidae,CF,1.4,CN,FALSE
590387-9/7/23,VeryNarrow,Phryganeidae,1,Arthropoda,,Insecta,,Trichoptera,Phryganeidae,SH,4.5,CB;CN,FALSE
590387-9/7/23,VeryNarrow,Pisidiidae,1,Mollusca,,Bivalvia,,Veneroida,Pisidiidae,CF,6.6,BU,FALSE
590387-9/7/23,VeryNarrow,Sialidae,1,Arthropoda,,Insecta,,Megaloptera,Sialidae,PR,5.1,BU,FALSE
590387-9/7/23,VeryNarrow,Simuliidae,4,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
590387-9/7/23,VeryNarrow,Tipulidae,4,Arthropoda,,Insecta,,Diptera,Tipulidae,CG,4,BU,FALSE
590387-9/7/23,VeryNarrow,Veliidae,1,Arthropoda,,Insecta,,Hemiptera,Veliidae,PR,6.3,SK,FALSE
631143-7/5/23,East,Aeshnidae,9,Arthropoda,,Insecta,,Odonata,Aeshnidae,PR,5.7,CB;CN,FALSE
631143-7/5/23,East,Baetidae,11,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
631143-7/5/23,East,Brachycentridae,1,Arthropoda,,Insecta,,Trichoptera,Brachycentridae,CF,1,CN,FALSE
631143-7/5/23,East,Caenidae,3,Arthropoda,,Insecta,,Ephemeroptera,Caenidae,CG,4.2,BU;SP,FALSE
631143-7/5/23,East,Calopterygidae,5,Arthropoda,,Insecta,,Odonata,Calopterygidae,PR,6.1,CB;CN,FALSE
631143-7/5/23,East,Chironomidae,64,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
631143-7/5/23,East,Corydalidae,1,Arthropoda,,Insecta,,Megaloptera,Corydalidae,PR,4.9,CN,FALSE
631143-7/5/23,East,Decapoda,3,Arthropoda,Crustacea,Crustacea,,Decapoda,Decapoda,CG,6.4,,FALSE
631143-7/5/23,East,Elmidae,86,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
631143-7/5/23,East,Gerridae,4,Arthropoda,,Insecta,,Hemiptera,Gerridae,PR,5.7,SK,FALSE
631143-7/5/23,East,Gomphidae,1,Arthropoda,,Insecta,,Odonata,Gomphidae,PR,4,BU,FALSE
631143-7/5/23,East,Heptageniidae,1,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,SC,1.9,CN,FALSE
631143-7/5/23,East,Hydracarina,8,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
631143-7/5/23,East,Hydrophilidae,1,Arthropoda,,Insecta,,Coleoptera,Hydrophilidae,PR,5.4,BU;SW,FALSE
631143-7/5/23,East,Hydropsychidae,17,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
631143-7/5/23,East,Isopoda,3,Arthropoda,Crustacea,Crustacea,,Isopoda,,SH,7.6,,FALSE
631143-7/5/23,East,Leptoceridae,2,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,SH,3.6,SP;SW,FALSE
631143-7/5/23,East,Leptophlebiidae,2,Arthropoda,,Insecta,,Ephemeroptera,Leptophlebiidae,CG,2.3,CN;SW,FALSE
631143-7/5/23,East,Oligochaeta,3,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
631143-7/5/23,East,Philopotamidae,3,Arthropoda,,Insecta,,Trichoptera,Philopotamidae,CF,1.4,CN,FALSE
631143-7/5/23,East,Pisidiidae,1,Mollusca,,Bivalvia,,Veneroida,Pisidiidae,CF,6.6,BU,FALSE
631143-7/5/23,East,Sialidae,1,Arthropoda,,Insecta,,Megaloptera,Sialidae,PR,5.1,BU,FALSE
631143-7/5/23,East,Simuliidae,5,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
631143-7/5/23,East,Tabanidae,1,Arthropoda,,Insecta,,Diptera,Tabanidae,PR,6.3,SP,FALSE
631143-7/5/23,East,Tipulidae,2,Arthropoda,,Insecta,,Diptera,Tipulidae,CG,4,BU,FALSE
631143-7/5/23,East,Veliidae,4,Arthropoda,,Insecta,,Hemiptera,Veliidae,PR,6.3,SK,FALSE
640218-8/31/23,WestFlat,Amphipoda,11,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
640218-8/31/23,WestFlat,Baetidae,88,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
640218-8/31/23,WestFlat,Brachycentridae,1,Arthropoda,,Insecta,,Trichoptera,Brachycentridae,CF,1,CN,FALSE
640218-8/31/23,WestFlat,Ceratopogonidae,1,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,PR,6.3,BU;SP,FALSE
640218-8/31/23,WestFlat,Chironomidae,82,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
640218-8/31/23,WestFlat,Coenagrionidae,1,Arthropoda,,Insecta,,Odonata,Coenagrionidae,PR,8.1,CB;SP,FALSE
640218-8/31/23,WestFlat,Corixidae,19,Arthropoda,,Insecta,,Hemiptera,Corixidae,CG,8.2,SW,FALSE
640218-8/31/23,WestFlat,Culicidae,1,Arthropoda,,Insecta,,Diptera,Culicidae,CF,8.1,SW,FALSE
640218-8/31/23,WestFlat,Ephemeridae,1,Arthropoda,,Insecta,,Ephemeroptera,Ephemeridae,CG,3,BU,FALSE
640218-8/31/23,WestFlat,Gerridae,1,Arthropoda,,Insecta,,Hemiptera,Gerridae,PR,5.7,SK,FALSE
640218-8/31/23,WestFlat,Hydracarina,5,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
640218-8/31/23,WestFlat,Hydropsychidae,3,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
640218-8/31/23,WestFlat,Hydroptilidae,4,Arthropoda,,Insecta,,Trichoptera,Hydroptilidae,SC,4,CN,FALSE
640218-8/31/23,WestFlat,Limnephilidae,3,Arthropoda,,Insecta,,Trichoptera,Limnephilidae,SH,2.8,SP,FALSE
640218-8/31/23,WestFlat,Lymnaeidae,1,Mollusca,,Gastropoda,,Basommatophora,Lymnaeidae,SC,6.4,CB,FALSE
640218-8/31/23,WestFlat,Oligochaeta,10,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
640218-8/31/23,WestFlat,Physidae,28,Mollusca,,Gastropoda,,Basommatophora,Physidae,SC,8,CB,FALSE
640218-8/31/23,WestFlat,Pisidiidae,13,Mollusca,,Bivalvia,,Veneroida,Pisidiidae,CF,6.6,BU,FALSE
640218-8/31/23,WestFlat,Pteronarcyidae,1,Arthropoda,,Insecta,,Plecoptera,Pteronarcyidae,SH,0.4,CN,FALSE
640218-8/31/23,WestFlat,Simuliidae,189,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
640218-8/31/23,WestFlat,Tipulidae,1,Arthropoda,,Insecta,,Diptera,Tipulidae,CG,4,BU,FALSE
640218-8/31/23,WestFlat,Veliidae,1,Arthropoda,,Insecta,,Hemiptera,Veliidae,PR,6.3,SK,FALSE
640360-8/31/23,WestFlat,Amphipoda,31,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
640360-8/31/23,WestFlat,Baetidae,91,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
640360-8/31/23,WestFlat,Brachycentridae,3,Arthropoda,,Insecta,,Trichoptera,Brachycentridae,CF,1,CN,FALSE
640360-8/31/23,WestFlat,Chironomidae,131,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
640360-8/31/23,WestFlat,Corixidae,5,Arthropoda,,Insecta,,Hemiptera,Corixidae,CG,8.2,SW,FALSE
640360-8/31/23,WestFlat,Elmidae,1,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
640360-8/31/23,WestFlat,Ephemerellidae,3,Arthropoda,,Insecta,,Ephemeroptera,Ephemerellidae,SC,2.2,CN,FALSE
640360-8/31/23,WestFlat,Hydracarina,14,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
640360-8/31/23,WestFlat,Hydropsychidae,19,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
640360-8/31/23,WestFlat,Hydroptilidae,1,Arthropoda,,Insecta,,Trichoptera,Hydroptilidae,SC,4,CN,FALSE
640360-8/31/23,WestFlat,Limnephilidae,1,Arthropoda,,Insecta,,Trichoptera,Limnephilidae,SH,2.8,SP,FALSE
640360-8/31/23,WestFlat,Lymnaeidae,1,Mollusca,,Gastropoda,,Basommatophora,Lymnaeidae,SC,6.4,CB,FALSE
640360-8/31/23,WestFlat,Oligochaeta,3,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
640360-8/31/23,WestFlat,Perlidae,1,Arthropoda,,Insecta,,Plecoptera,Perlidae,PR,1.8,CN,FALSE
640360-8/31/23,WestFlat,Pisidiidae,1,Mollusca,,Bivalvia,,Veneroida,Pisidiidae,CF,6.6,BU,FALSE
640360-8/31/23,WestFlat,Pteronarcyidae,1,Arthropoda,,Insecta,,Plecoptera,Pteronarcyidae,SH,0.4,CN,FALSE
640360-8/31/23,WestFlat,Simuliidae,256,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
640360-8/31/23,WestFlat,Tipulidae,1,Arthropoda,,Insecta,,Diptera,Tipulidae,CG,4,BU,FALSE
660166-8/2/23,Narrow,Aeshnidae,2,Arthropoda,,Insecta,,Odonata,Aeshnidae,PR,5.7,CB;CN,FALSE
660166-8/2/23,Narrow,Ancylidae,4,Mollusca,,Gastropoda,,Basommatophora,Ancylidae,SC,6.7,CB;CN,FALSE
660166-8/2/23,Narrow,Athericidae,6,Arthropoda,,Insecta,,Diptera,Athericidae,PR,2,SP,FALSE
660166-8/2/23,Narrow,Baetidae,13,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
660166-8/2/23,Narrow,Brachycentridae,9,Arthropoda,,Insecta,,Trichoptera,Brachycentridae,CF,1,CN,FALSE
660166-8/2/23,Narrow,Calopterygidae,4,Arthropoda,,Insecta,,Odonata,Calopterygidae,PR,6.1,CB;CN,FALSE
660166-8/2/23,Narrow,Ceratopogonidae,2,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,PR,6.3,BU;SP,FALSE
660166-8/2/23,Narrow,Chironomidae,51,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
660166-8/2/23,Narrow,Cordulegastridae,3,Arthropoda,,Insecta,,Odonata,Cordulegastridae,PR,2.9,BU,FALSE
660166-8/2/23,Narrow,Corydalidae,3,Arthropoda,,Insecta,,Megaloptera,Corydalidae,PR,4.9,CN,FALSE
660166-8/2/23,Narrow,Elmidae,9,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
660166-8/2/23,Narrow,Gerridae,1,Arthropoda,,Insecta,,Hemiptera,Gerridae,PR,5.7,SK,FALSE
660166-8/2/23,Narrow,Glossosomatidae,16,Arthropoda,,Insecta,,Trichoptera,Glossosomatidae,SC,0.6,CN,FALSE
660166-8/2/23,Narrow,Heptageniidae,6,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,SC,1.9,CN,FALSE
660166-8/2/23,Narrow,Hydracarina,1,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
660166-8/2/23,Narrow,Hydropsychidae,63,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
660166-8/2/23,Narrow,Hydroptilidae,4,Arthropoda,,Insecta,,Trichoptera,Hydroptilidae,SC,4,CN,FALSE
660166-8/2/23,Narrow,Lepidostomatidae,4,Arthropoda,,Insecta,,Trichoptera,Lepidostomatidae,SH,1,CB,FALSE
660166-8/2/23,Narrow,Leptoceridae,5,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,SH,3.6,SP;SW,FALSE
660166-8/2/23,Narrow,Leptophlebiidae,2,Arthropoda,,Insecta,,Ephemeroptera,Leptophlebiidae,CG,2.3,CN;SW,FALSE
660166-8/2/23,Narrow,Limnephilidae,1,Arthropoda,,Insecta,,Trichoptera,Limnephilidae,SH,2.8,SP,FALSE
660166-8/2/23,Narrow,Nematomorpha,1,Nematomorpha,,,,,,PR,NA,,FALSE
660166-8/2/23,Narrow,Oligochaeta,2,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
660166-8/2/23,Narrow,Perlidae,5,Arthropoda,,Insecta,,Plecoptera,Perlidae,PR,1.8,CN,FALSE
660166-8/2/23,Narrow,Philopotamidae,1,Arthropoda,,Insecta,,Trichoptera,Philopotamidae,CF,1.4,CN,FALSE
660166-8/2/23,Narrow,Physidae,13,Mollusca,,Gastropoda,,Basommatophora,Physidae,SC,8,CB,FALSE
660166-8/2/23,Narrow,Pisidiidae,1,Mollusca,,Bivalvia,,Veneroida,Pisidiidae,CF,6.6,BU,FALSE
660166-8/2/23,Narrow,Planorbidae,1,Mollusca,,Gastropoda,,Basommatophora,Planorbidae,SC,6.5,CB,FALSE
660166-8/2/23,Narrow,Simuliidae,37,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
660166-8/2/23,Narrow,Tipulidae,1,Arthropoda,,Insecta,,Diptera,Tipulidae,CG,4,BU,FALSE
660166-8/2/23,Narrow,Tricorythidae,2,Arthropoda,,Insecta,,Ephemeroptera,Tricorythidae,CG,NA,,FALSE
660166-8/2/23,Narrow,Veliidae,1,Arthropoda,,Insecta,,Hemiptera,Veliidae,PR,6.3,SK,FALSE
660172-8/1/23,WetWide,Ancylidae,4,Mollusca,,Gastropoda,,Basommatophora,Ancylidae,SC,6.7,CB;CN,FALSE
660172-8/1/23,WetWide,Athericidae,5,Arthropoda,,Insecta,,Diptera,Athericidae,PR,2,SP,FALSE
660172-8/1/23,WetWide,Baetidae,39,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
660172-8/1/23,WetWide,Brachycentridae,6,Arthropoda,,Insecta,,Trichoptera,Brachycentridae,CF,1,CN,FALSE
660172-8/1/23,WetWide,Chironomidae,10,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
660172-8/1/23,WetWide,Corydalidae,3,Arthropoda,,Insecta,,Megaloptera,Corydalidae,PR,4.9,CN,FALSE
660172-8/1/23,WetWide,Decapoda,1,Arthropoda,Crustacea,Crustacea,,Decapoda,Decapoda,CG,6.4,,FALSE
660172-8/1/23,WetWide,Elmidae,17,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
660172-8/1/23,WetWide,Glossosomatidae,19,Arthropoda,,Insecta,,Trichoptera,Glossosomatidae,SC,0.6,CN,FALSE
660172-8/1/23,WetWide,Gomphidae,17,Arthropoda,,Insecta,,Odonata,Gomphidae,PR,4,BU,FALSE
660172-8/1/23,WetWide,Heptageniidae,11,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,SC,1.9,CN,FALSE
660172-8/1/23,WetWide,Hydropsychidae,87,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
660172-8/1/23,WetWide,Isonychiidae,1,Arthropoda,,Insecta,,Ephemeroptera,Isonychiidae,CF,2.8,SW,FALSE
660172-8/1/23,WetWide,Limnephilidae,9,Arthropoda,,Insecta,,Trichoptera,Limnephilidae,SH,2.8,SP,FALSE
660172-8/1/23,WetWide,Oligochaeta,1,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
660172-8/1/23,WetWide,Perlidae,3,Arthropoda,,Insecta,,Plecoptera,Perlidae,PR,1.8,CN,FALSE
660172-8/1/23,WetWide,Simuliidae,20,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
660202-7/19/23,VeryNarrow,Ancylidae,2,Mollusca,,Gastropoda,,Basommatophora,Ancylidae,SC,6.7,CB;CN,FALSE
660202-7/19/23,VeryNarrow,Athericidae,4,Arthropoda,,Insecta,,Diptera,Athericidae,PR,2,SP,FALSE
660202-7/19/23,VeryNarrow,Baetidae,7,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
660202-7/19/23,VeryNarrow,Caenidae,4,Arthropoda,,Insecta,,Ephemeroptera,Caenidae,CG,4.2,BU;SP,FALSE
660202-7/19/23,VeryNarrow,Calopterygidae,3,Arthropoda,,Insecta,,Odonata,Calopterygidae,PR,6.1,CB;CN,FALSE
660202-7/19/23,VeryNarrow,Ceratopogonidae,2,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,PR,6.3,BU;SP,FALSE
660202-7/19/23,VeryNarrow,Chironomidae,45,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
660202-7/19/23,VeryNarrow,Corixidae,1,Arthropoda,,Insecta,,Hemiptera,Corixidae,CG,8.2,SW,FALSE
660202-7/19/23,VeryNarrow,Corydalidae,1,Arthropoda,,Insecta,,Megaloptera,Corydalidae,PR,4.9,CN,FALSE
660202-7/19/23,VeryNarrow,Decapoda,6,Arthropoda,Crustacea,Crustacea,,Decapoda,Decapoda,CG,6.4,,FALSE
660202-7/19/23,VeryNarrow,Dixidae,3,Arthropoda,,Insecta,,Diptera,Dixidae,CG,2.9,SW,FALSE
660202-7/19/23,VeryNarrow,Elmidae,17,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
660202-7/19/23,VeryNarrow,Ephemeridae,2,Arthropoda,,Insecta,,Ephemeroptera,Ephemeridae,CG,3,BU,FALSE
660202-7/19/23,VeryNarrow,Gerridae,7,Arthropoda,,Insecta,,Hemiptera,Gerridae,PR,5.7,SK,FALSE
660202-7/19/23,VeryNarrow,Gomphidae,1,Arthropoda,,Insecta,,Odonata,Gomphidae,PR,4,BU,FALSE
660202-7/19/23,VeryNarrow,Helicopsychidae,1,Arthropoda,,Insecta,,Trichoptera,Helicopsychidae,SC,2,BU,FALSE
660202-7/19/23,VeryNarrow,Heptageniidae,55,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,SC,1.9,CN,FALSE
660202-7/19/23,VeryNarrow,Hydracarina,11,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
660202-7/19/23,VeryNarrow,Hydropsychidae,18,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
660202-7/19/23,VeryNarrow,Leptophlebiidae,78,Arthropoda,,Insecta,,Ephemeroptera,Leptophlebiidae,CG,2.3,CN;SW,FALSE
660202-7/19/23,VeryNarrow,Perlidae,2,Arthropoda,,Insecta,,Plecoptera,Perlidae,PR,1.8,CN,FALSE
660202-7/19/23,VeryNarrow,Physidae,1,Mollusca,,Gastropoda,,Basommatophora,Physidae,SC,8,CB,FALSE
660202-7/19/23,VeryNarrow,Sialidae,1,Arthropoda,,Insecta,,Megaloptera,Sialidae,PR,5.1,BU,FALSE
660202-7/19/23,VeryNarrow,Siphlonuridae,1,Arthropoda,,Insecta,,Ephemeroptera,Siphlonuridae,CG,6.4,SW,FALSE
660202-7/19/23,VeryNarrow,Tabanidae,1,Arthropoda,,Insecta,,Diptera,Tabanidae,PR,6.3,SP,FALSE
660202-7/19/23,VeryNarrow,Tipulidae,1,Arthropoda,,Insecta,,Diptera,Tipulidae,CG,4,BU,FALSE
660202-7/19/23,VeryNarrow,Turbellaria,2,Platyhelminthes,,Turbellaria,,,,CG,NA,,FALSE
660202-7/19/23,VeryNarrow,Veliidae,1,Arthropoda,,Insecta,,Hemiptera,Veliidae,PR,6.3,SK,FALSE
660203-7/20/23,MidSizeDry,Aeshnidae,1,Arthropoda,,Insecta,,Odonata,Aeshnidae,PR,5.7,CB;CN,FALSE
660203-7/20/23,MidSizeDry,Ancylidae,3,Mollusca,,Gastropoda,,Basommatophora,Ancylidae,SC,6.7,CB;CN,FALSE
660203-7/20/23,MidSizeDry,Athericidae,10,Arthropoda,,Insecta,,Diptera,Athericidae,PR,2,SP,FALSE
660203-7/20/23,MidSizeDry,Baetidae,55,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
660203-7/20/23,MidSizeDry,Calopterygidae,1,Arthropoda,,Insecta,,Odonata,Calopterygidae,PR,6.1,CB;CN,FALSE
660203-7/20/23,MidSizeDry,Ceratopogonidae,1,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,PR,6.3,BU;SP,FALSE
660203-7/20/23,MidSizeDry,Chironomidae,22,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
660203-7/20/23,MidSizeDry,Cordulegastridae,1,Arthropoda,,Insecta,,Odonata,Cordulegastridae,PR,2.9,BU,FALSE
660203-7/20/23,MidSizeDry,Corydalidae,1,Arthropoda,,Insecta,,Megaloptera,Corydalidae,PR,4.9,CN,FALSE
660203-7/20/23,MidSizeDry,Culicidae,3,Arthropoda,,Insecta,,Diptera,Culicidae,CF,8.1,SW,FALSE
660203-7/20/23,MidSizeDry,Decapoda,4,Arthropoda,Crustacea,Crustacea,,Decapoda,Decapoda,CG,6.4,,FALSE
660203-7/20/23,MidSizeDry,Elmidae,45,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
660203-7/20/23,MidSizeDry,Ephemerellidae,1,Arthropoda,,Insecta,,Ephemeroptera,Ephemerellidae,SC,2.2,CN,FALSE
660203-7/20/23,MidSizeDry,Gomphidae,8,Arthropoda,,Insecta,,Odonata,Gomphidae,PR,4,BU,FALSE
660203-7/20/23,MidSizeDry,Gyrinidae,1,Arthropoda,,Insecta,,Coleoptera,Gyrinidae,PR,4.1,SW,FALSE
660203-7/20/23,MidSizeDry,Heptageniidae,55,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,SC,1.9,CN,FALSE
660203-7/20/23,MidSizeDry,Hydracarina,5,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
660203-7/20/23,MidSizeDry,Hydropsychidae,8,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
660203-7/20/23,MidSizeDry,Hydroptilidae,4,Arthropoda,,Insecta,,Trichoptera,Hydroptilidae,SC,4,CN,FALSE
660203-7/20/23,MidSizeDry,Isonychiidae,1,Arthropoda,,Insecta,,Ephemeroptera,Isonychiidae,CF,2.8,SW,FALSE
660203-7/20/23,MidSizeDry,Leptophlebiidae,2,Arthropoda,,Insecta,,Ephemeroptera,Leptophlebiidae,CG,2.3,CN;SW,FALSE
